UID,Product ID,Type,Air temperature,Process temperature,Rotational speed,Torque,Tool wear,Machine failure,TWF,HDF,PWF,OSF,RNF,timestamp
4200,M19059,M,1.2474360362331123,0.7376622524214513,0.7248923454683603,-0.8052640429094302,1.414731129800133,0,0,0,0,0,0,2026-01-30 03:50:00
4201,L51380,L,1.2474360362331123,0.7376622524214513,0.2745964722432243,-0.5833584734904482,1.4618631733475393,0,0,0,0,0,0,2026-01-30 04:00:00
4202,L51381,L,1.1974400026054626,0.6702613668158843,2.455507082117204,-2.4796424303435645,1.493284535712477,0,0,0,0,0,0,2026-01-30 04:10:00
4203,L51382,L,1.1974400026054626,0.6702613668158843,0.16706312938349033,0.0621850011829527,1.5247058980774146,0,0,0,0,0,0,2026-01-30 04:20:00
4204,M19063,M,1.1474439689778415,0.6028604812103173,0.18722563116969046,-0.8153506597012022,1.5561272604423522,0,0,0,0,0,0,2026-01-30 04:30:00
4205,M19064,M,1.1474439689778415,0.6028604812103173,-0.04800355633597764,0.32443703776902205,1.6032593039897587,0,0,0,0,0,0,2026-01-30 04:40:00
4206,L51385,L,1.1474439689778415,0.5354595956047887,1.296163229410697,-1.380201200040428,1.650391347537165,0,0,0,0,0,0,2026-01-30 04:50:00
4207,M19066,M,1.1474439689778415,0.5354595956047887,1.2827215615532304,-1.1683822474132184,1.6818127099021027,0,0,0,0,0,0,2026-01-30 05:00:00
4208,M19067,M,1.1474439689778415,0.6028604812103173,1.2087923883371634,-0.9666499115777806,1.728944753449509,1,1,0,0,0,0,2026-01-30 05:10:00
4209,M19068,M,1.1474439689778415,0.6028604812103173,0.6509631722522933,-0.7750041925341148,-1.6959837443286894,0,0,0,0,0,0,2026-01-30 05:20:00
4210,M19069,M,1.0974479353501918,0.5354595956047887,-0.7268077831380484,0.7077284758563537,-1.6488517007812828,0,0,0,0,0,0,2026-01-30 05:30:00
4211,L51390,L,1.0474519017225707,0.5354595956047887,0.23427146867082407,-0.472405688780958,-1.6017196572338765,0,0,0,0,0,0,2026-01-30 05:40:00
4212,L51391,L,1.0474519017225707,0.4680587099992217,-1.4526578474412528,1.292752249779123,-1.5702982948689388,1,0,1,0,0,0,2026-01-30 05:50:00
4213,M19072,M,0.997455868094921,0.4006578243936931,-0.9284328010000497,2.069421742745559,-1.5388769325040013,0,0,0,0,0,0,2026-01-30 06:00:00
4214,L51393,L,1.0474519017225707,0.4680587099992217,-0.4378119242025133,0.07227161797472474,-1.491744888956595,0,0,0,0,0,0,2026-01-30 06:10:00
4215,L51394,L,0.9474598344672714,0.4006578243936931,0.28803814010069106,-0.34127967048792296,-1.4603235265916572,0,0,0,0,0,0,2026-01-30 06:20:00
4216,M19075,M,0.997455868094921,0.4680587099992217,2.455507082117204,-2.237563627341039,-1.4289021642267197,0,0,0,0,0,0,2026-01-30 06:30:00
4217,L51396,L,0.9474598344672714,0.4680587099992217,-1.076291147432184,1.0405868299848258,-1.3817701206793134,0,0,0,0,0,0,2026-01-30 06:40:00
4218,L51397,L,0.9474598344672714,0.4006578243936931,-0.45797442598871346,-0.11937410106894178,-1.3503487583143756,0,0,0,0,0,0,2026-01-30 06:50:00
4219,M19078,M,0.997455868094921,0.4006578243936931,-0.3437202492002461,0.05209838439118067,-1.318927395949438,0,0,0,0,0,0,2026-01-30 07:00:00
4220,L51399,L,0.9474598344672714,0.4680587099992217,1.255838225838297,-1.3297681160815684,-1.2717953524020318,0,0,0,0,0,0,2026-01-30 07:10:00
4221,M19080,M,0.9474598344672714,0.4006578243936931,-1.815582879592855,2.6140990495012417,-1.240373990037094,0,0,0,0,0,0,2026-01-30 07:20:00
4222,L51401,L,0.9474598344672714,0.4006578243936931,-0.4243702563450466,-0.06894101711008233,-1.1932419464896877,0,0,0,0,0,0,2026-01-30 07:30:00
4223,M19082,M,0.997455868094921,0.4006578243936931,0.032646450808822856,-0.13954733465248514,-1.1618205841247502,0,0,0,0,0,0,2026-01-30 07:40:00
4224,L51403,L,0.997455868094921,0.4680587099992217,0.8525881901142944,-0.8153506597012022,-1.1146885405773437,0,0,0,0,0,0,2026-01-30 07:50:00
4225,L51404,L,0.997455868094921,0.4680587099992217,1.1281423811923628,-1.1986420977885337,-1.0832671782124061,0,0,0,0,0,0,2026-01-30 08:00:00
4226,L51405,L,1.0474519017225707,0.4680587099992217,-1.150220320648251,0.9397206620671069,-1.0518458158474686,1,0,1,0,0,0,2026-01-30 08:10:00
4227,L51406,L,1.0474519017225707,0.5354595956047887,0.44261732046155866,-0.29084658652906353,-1.0204244534825309,0,0,0,0,0,0,2026-01-30 08:20:00
4228,L51407,L,1.0974479353501918,0.5354595956047887,-0.98892030635865,0.6976418590645816,-0.9890030911175933,0,0,0,0,0,0,2026-01-30 08:30:00
4229,L51408,L,1.0974479353501918,0.5354595956047887,2.455507082117204,-2.3586030288423014,-0.9575817287526557,0,0,0,0,0,0,2026-01-30 08:40:00
4230,M19089,M,1.0974479353501918,0.5354595956047887,-0.8208994581403156,0.6875552422728096,-0.9261603663877181,0,0,0,0,0,0,2026-01-30 08:50:00
4231,L51410,L,1.0974479353501918,0.5354595956047887,0.9601215329740285,-0.7144844917834833,-0.8790283228403117,0,0,0,0,0,0,2026-01-30 09:00:00
4232,L51411,L,1.0974479353501918,0.5354595956047887,-1.277916165294185,0.7884214101905285,-0.8476069604753741,0,0,0,0,0,0,2026-01-30 09:10:00
4233,L51412,L,1.0974479353501918,0.6028604812103173,-0.5251827652760472,0.23365748664307442,-0.8161855981104366,0,0,0,0,0,0,2026-01-30 09:20:00
4234,M19093,M,1.0974479353501918,0.6028604812103173,-1.5333078545860532,1.3532719505297546,-0.7847642357454989,0,0,0,0,0,0,2026-01-30 09:30:00
4235,H33648,H,1.0974479353501918,0.6028604812103173,-0.05472439026471101,-0.4118859880303265,-0.7376321921980925,0,0,0,0,0,0,2026-01-30 09:40:00
4236,L51415,L,1.0974479353501918,0.5354595956047887,-0.6192744402783145,0.14287793551712755,-0.6590787862857486,0,0,0,0,0,0,2026-01-30 09:50:00
4237,L51416,L,1.0974479353501918,0.6028604812103173,0.4963839918914257,0.05209838439118067,-0.6276574239208109,0,0,0,0,0,0,2026-01-30 10:00:00
4238,L51417,L,1.0974479353501918,0.6702613668158843,2.0287341276426347,-1.6928863205853568,-0.5962360615558733,0,0,0,0,0,0,2026-01-30 10:10:00
4239,M19098,M,1.1474439689778415,0.6702613668158843,-0.061445224193444385,-0.5228387727398175,-0.5648146991909357,0,0,0,0,0,0,2026-01-30 10:20:00
4240,L51419,L,1.1474439689778415,0.6702613668158843,-0.5655077688484474,-0.24041350257020405,-0.5176826556435293,0,0,0,0,0,0,2026-01-30 10:30:00
4241,L51420,L,1.1974400026054626,0.7376622524214513,2.455507082117204,-1.9248785067961103,-0.48626129327859174,0,0,0,0,0,0,2026-01-30 10:40:00
4242,L51421,L,1.1974400026054626,0.6702613668158843,-0.3706035849151796,0.7985080269823005,-0.4548399309136541,0,0,0,0,0,0,2026-01-30 10:50:00
4243,L51422,L,1.1974400026054626,0.6702613668158843,-0.45797442598871346,0.859027727732932,-0.4234185685487165,0,0,0,0,0,0,2026-01-30 11:00:00
4244,M19103,M,1.1974400026054626,0.6028604812103173,-0.6394369420645145,0.23365748664307442,-0.3919972061837789,0,0,0,0,0,0,2026-01-30 11:10:00
4245,L51424,L,1.1974400026054626,0.6028604812103173,-0.41092858848757985,-0.038681166734766216,-0.3448651626363725,0,0,0,0,0,0,2026-01-30 11:20:00
4246,M19105,M,1.2974320698607618,0.7376622524214513,-0.06816605812217776,0.304263804185478,-0.3134438002714349,0,0,0,0,0,0,2026-01-30 11:30:00
4247,L51426,L,1.2974320698607618,0.6702613668158843,0.046088118666289604,-0.45223245519741395,-0.2663117567240285,0,0,0,0,0,0,2026-01-30 11:40:00
4248,L51427,L,1.2974320698607618,0.6702613668158843,-1.0830119813609171,2.0189886587866996,-0.23489039435909093,1,0,1,0,0,0,2026-01-30 11:50:00
4249,L51428,L,1.2974320698607618,0.6702613668158843,-0.162257733124445,-0.2807599697372915,-0.2034690319941533,0,0,0,0,0,0,2026-01-30 12:00:00
4250,L51429,L,1.2474360362331123,0.6028604812103173,-1.3451245045815188,1.7063035382417708,-0.17204766962921572,1,0,1,0,0,0,2026-01-30 12:10:00
4251,L51430,L,1.2974320698607618,0.6702613668158843,0.8727506919004946,-0.20006703540311663,-0.14062630726427813,0,0,0,0,0,0,2026-01-30 12:20:00
4252,H33665,H,1.2474360362331123,0.6028604812103173,-1.170382822434451,1.5650909031569644,-0.10920494489934052,1,0,1,0,0,0,2026-01-30 12:30:00
4253,H33666,H,1.2974320698607618,0.6702613668158843,-0.6192744402783145,1.1111931475272294,-0.030651538986996525,0,0,0,0,0,0,2026-01-30 12:40:00
4254,M19113,M,1.2974320698607618,0.6702613668158843,-1.3518453385102522,0.869114344524704,0.047901866925347474,1,0,1,0,0,0,2026-01-30 12:50:00
4255,L51434,L,1.2974320698607618,0.6702613668158843,-1.654282865303254,2.7452250677942747,0.09503391047275388,1,0,1,1,0,0,2026-01-30 13:00:00
4256,M19115,M,1.2474360362331123,0.6702613668158843,-0.9620369706437165,1.2221459322367203,0.12645527283769148,0,0,0,0,0,0,2026-01-30 13:10:00
4257,M19116,M,1.2974320698607618,0.6702613668158843,0.4090131508178918,-0.6136183238657643,0.17358731638509786,0,0,0,0,0,0,2026-01-30 13:20:00
4258,M19117,M,1.2974320698607618,0.6702613668158843,0.39557148296042505,-0.09920086748539772,0.22071935993250427,0,0,0,0,0,0,2026-01-30 13:30:00
4259,M19118,M,1.3474281034883828,0.7376622524214513,-1.56691202422972,2.0895949763291033,0.26785140347991065,1,0,1,0,0,0,2026-01-30 13:40:00
4260,L51439,L,1.3474281034883828,0.8050631380269799,0.0998547900961566,-0.49257892236450135,0.31498344702731707,0,0,0,0,0,0,2026-01-30 13:50:00
4261,H33674,H,1.3474281034883828,0.7376622524214513,-0.7536911188529819,0.3446102713525654,0.34640480939225465,0,0,0,0,0,0,2026-01-30 14:00:00
4262,L51441,L,1.3474281034883828,0.7376622524214513,1.3432090669118308,-1.1986420977885337,0.42495821530459865,0,0,0,0,0,0,2026-01-30 14:10:00
4263,L51442,L,1.2974320698607618,0.6702613668158843,2.455507082117204,-1.9450517403796541,0.45637957766953624,0,0,0,0,0,0,2026-01-30 14:20:00
4264,L51443,L,1.2974320698607618,0.6702613668158843,0.6039173347511596,-0.3816261376550104,0.4878009400344739,0,0,0,0,0,0,2026-01-30 14:30:00
4265,M19124,M,1.2974320698607618,0.6702613668158843,0.07969228830995648,-0.028594549942994183,0.5192223023994115,0,0,0,0,0,0,2026-01-30 14:40:00
4266,L51445,L,1.2974320698607618,0.6702613668158843,-0.7133661152805817,-0.20006703540311663,0.5663543459468179,0,0,0,0,0,0,2026-01-30 14:50:00
4267,L51446,L,1.3474281034883828,0.7376622524214513,-0.6058327724208477,-0.04876778352653825,0.5977757083117554,0,0,0,0,0,0,2026-01-30 15:00:00
4268,L51447,L,1.2974320698607618,0.6702613668158843,-0.06816605812217776,0.2840905706019339,0.6291970706766931,0,0,0,0,0,0,2026-01-30 15:10:00
4269,L51448,L,1.3474281034883828,0.6702613668158843,1.1012590454774294,-1.0271696123284118,0.6606184330416307,0,0,0,0,0,0,2026-01-30 15:20:00
4270,L51449,L,1.2974320698607618,0.6702613668158843,0.5367089954638259,-0.07902763390185365,0.6920397954065682,0,0,0,0,0,0,2026-01-30 15:30:00
4271,L51450,L,1.2974320698607618,0.6028604812103173,-1.3384036706527855,1.2120593154449482,0.7234611577715059,1,0,1,0,0,0,2026-01-30 15:40:00
4272,L51451,L,1.2974320698607618,0.5354595956047887,-0.40420775455884644,0.1227047019335842,0.7548825201364434,0,0,0,0,0,0,2026-01-30 15:50:00
4273,L51452,L,1.2474360362331123,0.5354595956047887,0.3149214758156246,-0.3110198201126076,0.7863038825013811,0,0,0,0,0,0,2026-01-30 16:00:00
4274,L51453,L,1.2974320698607618,0.5354595956047887,-0.29667441169911246,-0.3614529040714671,0.8177252448663187,0,0,0,0,0,0,2026-01-30 16:10:00
4275,L51454,L,1.1974400026054626,0.4006578243936931,-0.5722286027771808,0.031925150807636596,0.8491466072312562,0,0,0,0,0,0,2026-01-30 16:20:00
4276,M19135,M,1.1974400026054626,0.33325693878812607,-0.20258273669684523,-0.33119305369615093,0.8805679695961939,0,0,0,0,0,0,2026-01-30 16:30:00
4277,M19136,M,1.0974479353501918,0.2658560531825591,-0.49829942956111367,0.7581615598152132,0.9277000131436003,0,0,0,0,0,0,2026-01-30 16:40:00
4278,L51457,L,1.0974479353501918,0.2658560531825591,1.4305799079853647,-1.1986420977885337,0.9748320566910067,0,0,0,0,0,0,2026-01-30 16:50:00
4279,L51458,L,0.997455868094921,0.06365339636593481,-0.8141786242115823,1.050673446776598,1.0062534190559442,0,0,0,0,0,0,2026-01-30 17:00:00
4280,L51459,L,0.997455868094921,0.06365339636593481,-1.1367786527907842,0.5463426071880032,1.0376747814208818,1,0,1,0,0,0,2026-01-30 17:10:00
4281,L51460,L,1.0474519017225707,0.06365339636593481,1.4977882472726984,-1.117949163454359,1.0690961437858195,0,0,0,0,0,0,2026-01-30 17:20:00
4282,L51461,L,0.997455868094921,-0.003747489239632161,2.0287341276426347,-1.7231461709606726,1.100517506150757,0,0,0,0,0,0,2026-01-30 17:30:00
4283,L51462,L,0.9474598344672714,-0.07114837484519913,-1.0494078117172503,0.859027727732932,1.1319388685156946,1,0,1,0,0,0,2026-01-30 17:40:00
4284,M19143,M,0.8974638008396503,-0.07114837484519913,-1.3182411688665854,2.1198548267044184,1.1633602308806323,1,0,1,0,0,0,2026-01-30 17:50:00
4285,L51464,L,0.8974638008396503,-0.003747489239632161,-0.24962857419797885,0.031925150807636596,1.2104922744280386,0,0,0,0,0,0,2026-01-30 18:00:00
4286,L51465,L,0.8474677672120007,-0.07114837484519913,-1.4324953456550527,0.9094608116917915,1.2419136367929762,1,0,1,0,0,0,2026-01-30 18:10:00
4287,M19146,M,0.8474677672120007,-0.07114837484519913,-0.646157775993248,0.7985080269823005,1.273334999157914,0,0,0,0,0,0,2026-01-30 18:20:00
4288,M19147,M,0.8474677672120007,-0.07114837484519913,-0.4915785956323803,-0.07902763390185365,1.3204670427053202,0,0,0,0,0,0,2026-01-30 18:30:00
4289,M19148,M,0.8474677672120007,-0.003747489239632161,-0.935153634928783,1.070846680360142,1.3675990862527267,0,0,0,0,0,0,2026-01-30 18:40:00
4290,M19149,M,0.8974638008396503,-0.003747489239632161,1.685971597277233,-1.6222800030429536,1.414731129800133,0,0,0,0,0,0,2026-01-30 18:50:00
4291,L51470,L,0.8974638008396503,-0.003747489239632161,0.7517756811832939,-0.7447443421587987,1.4618631733475393,0,0,0,0,0,0,2026-01-30 19:00:00
4292,L51471,L,0.8974638008396503,-0.003747489239632161,2.455507082117204,-2.1165242258397763,1.493284535712477,0,0,0,0,0,0,2026-01-30 19:10:00
4293,M19152,M,0.8974638008396503,0.06365339636593481,2.455507082117204,-2.6309416822201426,1.5247058980774146,1,0,0,1,0,0,2026-01-30 19:20:00
4294,L51473,L,0.8974638008396503,-0.003747489239632161,-0.9217119670713163,0.4959095232291438,1.5718379416248212,0,0,0,0,0,0,2026-01-30 19:30:00
4295,M19154,M,0.8474677672120007,0.06365339636593481,1.4305799079853647,-1.279335032122709,1.6032593039897587,0,0,0,0,0,0,2026-01-30 19:40:00
4296,L51475,L,0.8974638008396503,0.1310542819714635,-0.4915785956323803,0.04201176759940863,1.650391347537165,0,0,0,0,0,0,2026-01-30 19:50:00
4297,L51476,L,0.8974638008396503,0.1310542819714635,2.455507082117204,-2.741894466929632,1.6818127099021027,1,0,0,1,0,0,2026-01-30 20:00:00
4298,M19157,M,0.8974638008396503,0.1310542819714635,0.5299881615350925,-0.5833584734904482,1.7132340722670403,0,0,0,0,0,0,2026-01-30 20:10:00
4299,M19158,M,0.8974638008396503,0.1310542819714635,-0.6259952742070478,0.23365748664307442,-1.6959837443286894,0,0,0,0,0,0,2026-01-30 20:20:00
4300,L51479,L,0.8474677672120007,0.06365339636593481,-0.8612244617127159,1.0204135964012824,-1.6488517007812828,0,0,0,0,0,0,2026-01-30 20:30:00
4301,M19160,M,0.8474677672120007,0.06365339636593481,0.7652173490407607,-0.5430120063233608,-1.6174303384163453,0,0,0,0,0,0,2026-01-30 20:40:00
4302,L51481,L,0.8474677672120007,0.1310542819714635,-0.3974869206301131,1.1212797643190013,-1.5702982948689388,0,0,0,0,0,0,2026-01-30 20:50:00
4303,L51482,L,0.8474677672120007,0.06365339636593481,2.455507082117204,-2.741894466929632,-1.5388769325040013,0,0,0,0,0,0,2026-01-30 21:00:00
4304,L51483,L,0.8474677672120007,0.1310542819714635,-0.6394369420645145,0.8186812605658446,-1.5074555701390637,0,0,0,0,0,0,2026-01-30 21:10:00
4305,L51484,L,0.7974717335843795,0.06365339636593481,1.1012590454774294,-1.380201200040428,-1.4760342077741262,0,0,0,0,0,0,2026-01-30 21:20:00
4306,L51485,L,0.7974717335843795,0.06365339636593481,1.0542132079762958,-1.3499413496651123,-1.4446128454091884,0,0,0,0,0,0,2026-01-30 21:30:00
4307,L51486,L,0.7974717335843795,-0.003747489239632161,2.27740498300577,-1.7231461709606726,-1.413191483044251,0,0,0,0,0,0,2026-01-30 21:40:00
4308,L51487,L,0.6974796663290803,-0.07114837484519913,-1.8223037135215885,2.4123667136658034,-1.3817701206793134,1,0,1,0,0,0,2026-01-30 21:50:00
4309,H33722,H,0.6974796663290803,-0.07114837484519913,-0.4714160938461802,0.7279017094398977,-1.3503487583143756,0,0,0,0,0,0,2026-01-30 22:00:00
4310,M19169,M,0.6474836327014591,-0.07114837484519913,-0.19586190276811186,-0.04876778352653825,-1.2717953524020318,0,0,0,0,0,0,2026-01-30 22:10:00
4311,L51490,L,0.6974796663290803,-0.003747489239632161,1.652367427633566,-1.4508075175828312,-1.2246633088546253,0,0,0,0,0,0,2026-01-30 22:20:00
4312,M19171,M,0.7474756999567299,0.06365339636593481,-0.4176494224163132,0.08235823476649605,-1.1932419464896877,0,0,0,0,0,0,2026-01-30 22:30:00
4313,L51492,L,0.7474756999567299,0.06365339636593481,-0.6730411117081814,0.6572953918974942,-1.1461099029422812,0,0,0,0,0,0,2026-01-30 22:40:00
4314,L51493,L,0.6974796663290803,0.06365339636593481,-0.18914106883937848,0.6673820086892662,-1.1146885405773437,0,0,0,0,0,0,2026-01-30 22:50:00
4315,H33728,H,0.6974796663290803,0.06365339636593481,0.6240798365373598,-0.7750041925341148,-1.0832671782124061,0,0,0,0,0,0,2026-01-30 23:00:00
4316,M19175,M,0.6974796663290803,-0.003747489239632161,0.8122631865418942,-1.0271696123284118,-1.004713772300062,0,0,0,0,0,0,2026-01-30 23:10:00
4317,L51496,L,0.7474756999567299,0.06365339636593481,0.7316131793970938,-0.6640514078246238,-0.9575817287526557,0,0,0,0,0,0,2026-01-30 23:20:00
4318,M19177,M,0.7474756999567299,-0.003747489239632161,-0.7604119527817153,0.4656496728538284,-0.9261603663877181,0,0,0,0,0,0,2026-01-30 23:30:00
4319,L51498,L,0.7474756999567299,0.06365339636593481,0.0729714543812231,0.22357086985130312,-0.8790283228403117,0,0,0,0,0,0,2026-01-30 23:40:00
4320,M19179,M,0.7974717335843795,0.1310542819714635,-0.8007369563541156,0.5160827568126879,-0.8476069604753741,0,0,0,0,0,0,2026-01-30 23:50:00
4321,L51500,L,0.8474677672120007,0.19845516757703044,-0.8948286313563828,0.4656496728538284,-0.8004749169279677,0,0,0,0,0,0,2026-01-31 00:00:00
4322,L51501,L,0.8474677672120007,0.1310542819714635,1.0474923740475623,-1.117949163454359,-0.7690535545630302,0,0,0,0,0,0,2026-01-31 00:10:00
4323,M19182,M,0.8474677672120007,0.06365339636593481,-0.666320277779448,0.4051299721031969,-0.7376321921980925,0,0,0,0,0,0,2026-01-31 00:20:00
4324,L51503,L,0.8974638008396503,0.19845516757703044,-1.2711953313654516,1.0607600635683698,-0.6905001486506861,1,0,1,0,0,0,2026-01-31 00:30:00
4325,L51504,L,0.8474677672120007,0.1310542819714635,-0.29667441169911246,0.304263804185478,-0.6590787862857486,0,0,0,0,0,0,2026-01-31 00:40:00
4326,L51505,L,0.7974717335843795,0.1310542819714635,-0.9821994724299167,1.726476771825315,-0.6276574239208109,0,0,0,0,0,0,2026-01-31 00:50:00
4327,L51506,L,0.7974717335843795,0.06365339636593481,-1.130057818862051,1.59535075353228,-0.5962360615558733,1,0,1,0,0,0,2026-01-31 01:00:00
4328,H33741,H,0.8474677672120007,0.06365339636593481,0.8727506919004946,-1.0776026962872711,-0.5648146991909357,0,0,0,0,0,0,2026-01-31 01:10:00
4329,L51508,L,0.7974717335843795,0.06365339636593481,-1.3720078402964524,0.8287678773576166,-0.48626129327859174,1,0,1,0,0,0,2026-01-31 01:20:00
4330,L51509,L,0.7974717335843795,-0.003747489239632161,0.24099230259955745,-0.9767365283695523,-0.4548399309136541,0,0,0,0,0,0,2026-01-31 01:30:00
4331,L51510,L,0.7474756999567299,-0.1385492604507278,0.1267381258110901,-0.14963395144425717,-0.4234185685487165,0,0,0,0,0,0,2026-01-31 01:40:00
4332,M19191,M,0.7974717335843795,-0.07114837484519913,1.4507424097715649,-0.896043594035377,-0.3919972061837789,0,0,0,0,0,0,2026-01-31 01:50:00
4333,M19192,M,0.8474677672120007,-0.07114837484519913,-0.5251827652760472,0.15296455230889958,-0.3448651626363725,0,0,0,0,0,0,2026-01-31 02:00:00
4334,L51513,L,0.7974717335843795,-0.1385492604507278,0.3888506490316917,-0.6136183238657643,-0.2977331190889661,0,0,0,0,0,0,2026-01-31 02:10:00
4335,L51514,L,0.7974717335843795,-0.1385492604507278,-0.3907660867013797,0.2538307202266185,-0.2663117567240285,0,0,0,0,0,0,2026-01-31 02:20:00
4336,L51515,L,0.8474677672120007,-0.07114837484519913,0.5165464936776257,-0.23032688577843202,-0.23489039435909093,0,0,0,0,0,0,2026-01-31 02:30:00
4337,H33750,H,0.7974717335843795,-0.07114837484519913,-0.720086949209315,1.3734451841132986,-0.2034690319941533,0,0,0,0,0,0,2026-01-31 02:40:00
4338,L51517,L,0.7974717335843795,-0.07114837484519913,-0.6058327724208477,0.3446102713525654,-0.12491562608180933,0,0,0,0,0,0,2026-01-31 02:50:00
4339,L51518,L,0.7974717335843795,-0.07114837484519913,-0.8948286313563828,0.3748701217278815,-0.09349426371687172,0,0,0,0,0,0,2026-01-31 03:00:00
4340,L51519,L,0.8474677672120007,-0.07114837484519913,-0.04128272240724426,0.6673820086892662,-0.06207290135193413,0,0,0,0,0,0,2026-01-31 03:10:00
4341,M19200,M,0.8474677672120007,-0.07114837484519913,0.019204782951356105,0.09244485155826809,-0.030651538986996525,0,0,0,0,0,0,2026-01-31 03:20:00
4342,L51521,L,0.8474677672120007,-0.1385492604507278,-0.8881077974276493,0.6068623079386347,0.016480504560409875,0,0,0,0,0,0,2026-01-31 03:30:00
4343,M19202,M,0.8474677672120007,-0.1385492604507278,-1.654282865303254,2.7452250677942747,0.047901866925347474,1,0,1,1,0,0,2026-01-31 03:40:00
4344,L51523,L,0.8474677672120007,-0.1385492604507278,-0.2630702420554456,-0.06894101711008233,0.09503391047275388,0,0,0,0,0,0,2026-01-31 03:50:00
4345,H33758,H,0.8974638008396503,-0.07114837484519913,-0.7536911188529819,1.1414529979025447,0.12645527283769148,0,0,0,0,0,0,2026-01-31 04:00:00
4346,M19205,M,0.8974638008396503,-0.1385492604507278,0.10657562402488997,-0.018507933151222865,0.20500867875003548,0,0,0,0,0,0,2026-01-31 04:10:00
4347,L51526,L,0.8974638008396503,-0.20595014605629477,0.4560589883190254,-0.9666499115777806,0.2521407222974419,0,0,0,0,0,0,2026-01-31 04:20:00
4348,H33761,H,0.9474598344672714,-0.1385492604507278,1.3028840633394305,-1.2591617985391652,0.2835620846623795,0,0,0,0,0,0,2026-01-31 04:30:00
4349,L51528,L,0.9474598344672714,-0.1385492604507278,-0.15553689919571162,0.47573628964560044,0.3621154905747235,0,0,0,0,0,0,2026-01-31 04:40:00
4350,L51529,L,0.9474598344672714,-0.20595014605629477,0.4358964865328253,-0.8657837436600616,0.39353685293966106,0,0,0,0,0,0,2026-01-31 04:50:00
4351,M19210,M,0.9474598344672714,-0.20595014605629477,0.2544339704570242,-0.2505001193619761,0.42495821530459865,0,0,0,0,0,0,2026-01-31 05:00:00
4352,L51531,L,0.8974638008396503,-0.27335103166182345,-0.6595994438507147,0.3748701217278815,0.47209025885200506,0,0,0,0,0,0,2026-01-31 05:10:00
4353,L51532,L,0.9474598344672714,-0.20595014605629477,-0.7133661152805817,0.2840905706019339,0.5035116212169427,0,0,0,0,0,0,2026-01-31 05:20:00
4354,M19213,M,0.997455868094921,-0.20595014605629477,-0.9687578045724499,2.2913273121645408,0.5349329835818802,1,0,0,1,0,0,2026-01-31 05:30:00
4355,L51534,L,0.997455868094921,-0.1385492604507278,-0.49829942956111367,1.8273429397430339,0.5820650271292866,0,0,0,0,0,0,2026-01-31 05:40:00
4356,H33769,H,0.997455868094921,-0.1385492604507278,-1.6811662010181876,1.7466500054088583,0.6134863894942243,1,0,1,0,0,0,2026-01-31 05:50:00
4357,L51536,L,0.997455868094921,-0.1385492604507278,0.7988215186844275,-0.9061302108271491,0.6920397954065682,0,0,0,0,0,0,2026-01-31 06:00:00
4358,L51537,L,0.997455868094921,-0.07114837484519913,-0.827620292069049,1.292752249779123,0.7234611577715059,0,0,0,0,0,0,2026-01-31 06:10:00
4359,H33772,H,0.997455868094921,-0.07114837484519913,0.5098256597488924,-0.5530986231151328,0.7548825201364434,0,0,0,0,0,0,2026-01-31 06:20:00
4360,M19219,M,1.0474519017225707,-0.003747489239632161,0.005763115093889357,-0.20006703540311663,0.8334359260487875,0,0,0,0,0,0,2026-01-31 06:30:00
4361,L51540,L,1.0474519017225707,0.06365339636593481,0.08641312223868984,-0.42197260482209853,0.8805679695961939,0,0,0,0,0,0,2026-01-31 06:40:00
4362,M19221,M,1.0474519017225707,0.06365339636593481,-1.0158036420735834,0.8287678773576166,0.9119893319611314,1,0,1,0,0,0,2026-01-31 06:50:00
4363,L51542,L,1.0474519017225707,0.06365339636593481,-0.5587869349197141,0.6673820086892662,0.9591213755085378,0,0,0,0,0,0,2026-01-31 07:00:00
4364,H33777,H,1.0474519017225707,0.06365339636593481,2.1093841347874354,-1.55167368550055,0.9905427378734755,0,0,0,0,0,0,2026-01-31 07:10:00
4365,H33778,H,1.0474519017225707,0.06365339636593481,0.5703131651074927,-1.01708299553664,1.0690961437858195,0,0,0,0,0,0,2026-01-31 07:20:00
4366,L51545,L,0.997455868094921,-0.003747489239632161,-0.5453452670622473,0.8892875781082474,1.1476495496981634,0,0,0,0,0,0,2026-01-31 07:30:00
4367,L51546,L,0.997455868094921,-0.07114837484519913,-0.9553161367149832,1.1515396146943166,1.179070912063101,0,0,0,0,0,0,2026-01-31 07:40:00
4368,H33781,H,0.997455868094921,-0.07114837484519913,-0.5587869349197141,0.2840905706019339,1.2104922744280386,0,0,0,0,0,0,2026-01-31 07:50:00
4369,L51548,L,0.997455868094921,-0.003747489239632161,0.8996340276154281,-1.1482090138296743,1.2890456803403827,0,0,0,0,0,0,2026-01-31 08:00:00
4370,H33783,H,0.997455868094921,-0.07114837484519913,1.3768132365554977,-1.289421648914481,1.3204670427053202,0,0,0,0,0,0,2026-01-31 08:10:00
4371,L51550,L,0.997455868094921,-0.07114837484519913,-1.4929828510136531,1.7769098557841743,1.3990204486176643,1,0,1,0,1,0,2026-01-31 08:20:00
4372,L51551,L,0.997455868094921,-0.1385492604507278,-0.3369994152715127,0.001665300432321206,1.4304418109826018,0,0,0,0,0,0,2026-01-31 08:30:00
