UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Air temperature [K]_roll_mean,Air temperature [K]_roll_std,Process temperature [K]_roll_mean,Process temperature [K]_roll_std,Rotational speed [rpm]_roll_mean,Rotational speed [rpm]_roll_std,Torque [Nm]_roll_mean,Torque [Nm]_roll_std,Tool wear [min]_roll_mean,Tool wear [min]_roll_std,Air temperature [K]_lag_1,Air temperature [K]_lag_2,Air temperature [K]_lag_3,Process temperature [K]_lag_1,Process temperature [K]_lag_2,Process temperature [K]_lag_3,Rotational speed [rpm]_lag_1,Rotational speed [rpm]_lag_2,Rotational speed [rpm]_lag_3,Torque [Nm]_lag_1,Torque [Nm]_lag_2,Torque [Nm]_lag_3,Tool wear [min]_lag_1,Tool wear [min]_lag_2,Tool wear [min]_lag_3
5470,M20329,M,302.7,312.2,1439,42.5,164,0,0,0,0,0,0,302.8,0.10000000001309442,312.3,0.10000000000950378,1528.6666666666667,205.71906409794155,41.266666666666644,10.802931700854753,162.0,1.9999999999963745,302.8,302.9,302.9,312.3,312.4,312.3,1764.0,1383.0,1426.0,29.9,51.4,44.7,162.0,160.0,157.0
5471,M20330,M,302.7,312.2,1585,35.5,167,0,0,0,0,0,0,302.7333333333333,0.05773502694073042,312.2333333333333,0.05773502693467534,1596.0,162.77899127344304,35.96666666666665,6.312949653951741,164.33333333333334,2.5166114784207556,302.7,302.8,302.9,312.2,312.3,312.4,1439.0,1764.0,1383.0,42.5,29.9,51.4,164.0,162.0,160.0
5472,L52651,L,302.7,312.3,1346,61.2,170,0,0,0,0,0,1,302.7,1.5672021391418152e-06,312.23333333333335,0.05773502693467534,1456.6666666666667,120.47544701445595,46.39999999999998,13.28645927250757,167.0,2.999999999997678,302.7,302.7,302.8,312.2,312.2,312.3,1585.0,1439.0,1764.0,35.5,42.5,29.9,167.0,164.0,162.0
5473,L52652,L,302.8,312.3,1386,57.8,172,0,0,0,0,0,0,302.7333333333333,0.05773502694073042,312.26666666666665,0.05773502693506916,1439.0,128.01171821360595,51.49999999999998,13.960300856357124,169.66666666666666,2.516611478420871,302.7,302.7,302.7,312.3,312.2,312.2,1346.0,1585.0,1439.0,61.2,35.5,42.5,170.0,167.0,164.0
5474,L52653,L,302.7,312.2,1369,51.8,174,0,0,0,0,0,0,302.73333333333335,0.05773502694073042,312.26666666666665,0.05773502693506916,1367.0,20.07485989987603,56.933333333333316,4.759551799628003,172.0,1.9999999999966498,302.8,302.7,302.7,312.3,312.3,312.2,1386.0,1346.0,1585.0,57.8,61.2,35.5,172.0,170.0,167.0
5475,M20334,M,302.7,312.1,1378,46.9,176,0,0,0,0,0,0,302.7333333333333,0.05773502694073042,312.20000000000005,0.10000000000882166,1377.6666666666667,8.504900548094849,52.166666666666636,5.4592429267563425,174.0,1.9999999999966995,302.7,302.8,302.7,312.2,312.3,312.3,1369.0,1386.0,1346.0,51.8,57.8,61.2,174.0,172.0,170.0
5476,L52655,L,302.7,312.2,1336,46.8,179,0,0,0,0,0,0,302.7,1.5672021391418152e-06,312.1666666666667,0.05773502693382614,1361.0,22.113344387488095,48.49999999999998,2.858321185591915,176.33333333333334,2.516611478421014,302.7,302.7,302.8,312.1,312.2,312.3,1378.0,1369.0,1386.0,46.9,51.8,57.8,176.0,174.0,172.0
5477,M20336,M,302.6,312.1,1445,42.0,181,0,0,0,0,0,0,302.6666666666667,0.057735026939729456,312.1333333333333,0.057735026933411815,1386.3333333333333,54.97575223071521,45.23333333333331,2.800595174839611,178.66666666666666,2.51661147842107,302.7,302.7,302.7,312.2,312.1,312.2,1336.0,1378.0,1369.0,46.8,46.9,51.8,179.0,176.0,174.0
5478,L52657,L,302.7,312.1,1763,26.5,184,0,0,0,0,0,0,302.6666666666667,0.057735026939729456,312.1333333333333,0.057735026933411815,1514.6666666666667,221.86106763768396,38.43333333333331,10.609586859691133,181.33333333333334,2.516611478421134,302.6,302.7,302.7,312.1,312.2,312.1,1445.0,1336.0,1378.0,42.0,46.8,46.9,181.0,179.0,176.0
5479,L52658,L,302.7,312.2,1611,34.1,186,0,0,0,0,0,0,302.6666666666667,0.057735026939729456,312.1333333333334,0.057735026933411815,1606.3333333333333,159.0513543901245,34.19999999999998,7.7504838558631235,183.66666666666666,2.51661147842119,302.7,302.6,302.7,312.1,312.1,312.2,1763.0,1445.0,1336.0,26.5,42.0,46.8,184.0,181.0,179.0
5480,M20339,M,302.7,312.1,1564,32.1,188,0,0,0,0,0,0,302.7,1.5672021391418152e-06,312.1333333333334,0.057735026933411815,1646.0,104.01442207693914,30.899999999999977,3.9395431207175498,186.0,1.9999999999970512,302.7,302.7,302.6,312.2,312.1,312.1,1611.0,1763.0,1445.0,34.1,26.5,42.0,186.0,184.0,181.0
5481,H34894,H,302.7,312.1,1478,36.0,191,0,0,0,0,0,0,302.7,1.5672021391418152e-06,312.1333333333334,0.057735026933411815,1551.0,67.44627491566635,34.06666666666664,1.950213663506688,188.33333333333334,2.5166114784212934,302.7,302.7,302.7,312.1,312.2,312.1,1564.0,1611.0,1763.0,32.1,34.1,26.5,188.0,186.0,184.0
5482,L52661,L,302.6,312.0,1781,28.5,196,0,0,0,0,0,0,302.6666666666667,0.057735026939729456,312.06666666666666,0.05773502693264058,1607.6666666666667,156.14843365635457,32.19999999999998,3.7509998667013766,191.66666666666666,4.041451884326003,302.7,302.7,302.7,312.1,312.1,312.2,1478.0,1564.0,1611.0,36.0,32.1,34.1,191.0,188.0,186.0
5483,L52662,L,302.6,312.1,1782,26.8,198,0,0,0,0,0,0,302.6333333333334,0.057735026939257694,312.06666666666666,0.05773502693264058,1680.3333333333333,175.22652006284028,30.433333333333312,4.8952357791352625,195.0,3.605551275462495,302.6,302.7,302.7,312.0,312.1,312.1,1781.0,1478.0,1564.0,28.5,36.0,32.1,196.0,191.0,188.0
5484,M20343,M,302.6,312.1,2000,21.9,200,0,0,0,0,0,0,302.6,1.5141658262511041e-06,312.06666666666666,0.05773502693264058,1854.3333333333333,126.15202468978843,25.73333333333331,3.42685472894945,198.0,1.9999999999973812,302.6,302.6,302.7,312.1,312.0,312.1,1782.0,1781.0,1478.0,26.8,28.5,36.0,198.0,196.0,191.0
5485,M20344,M,302.5,312.0,1826,25.3,203,0,0,0,0,0,0,302.56666666666666,0.05773502693837159,312.06666666666666,0.05773502693264058,1869.3333333333333,115.2793708055912,24.666666666666647,2.5106440076845944,200.33333333333334,2.5166114784215554,302.6,302.6,302.6,312.1,312.1,312.0,2000.0,1782.0,1781.0,21.9,26.8,28.5,200.0,198.0,196.0
5486,L52665,L,302.6,312.1,1344,51.0,206,0,0,0,0,0,0,302.56666666666666,0.05773502693837159,312.06666666666666,0.05773502693264058,1723.3333333333333,339.8372159333539,32.73333333333331,15.910478727345934,203.0,2.999999999998349,302.5,302.6,302.6,312.0,312.1,312.1,1826.0,2000.0,1782.0,25.3,21.9,26.8,203.0,200.0,198.0
5487,L52666,L,302.6,312.2,1520,43.0,208,0,0,0,0,0,0,302.56666666666666,0.05773502693837159,312.09999999999997,0.10000000000813243,1563.3333333333333,243.90435283801918,39.766666666666644,13.151552506580044,205.66666666666666,2.516611478421671,302.6,302.5,302.6,312.1,312.0,312.1,1344.0,1826.0,2000.0,51.0,25.3,21.9,206.0,203.0,200.0
5488,M20347,M,302.6,312.1,1611,39.9,210,0,0,0,0,0,0,302.6,1.5141658262511041e-06,312.1333333333333,0.05773502693346105,1491.6666666666667,135.736263884538,44.633333333333304,5.727419430540675,208.0,1.9999999999976565,302.6,302.6,302.5,312.2,312.1,312.0,1520.0,1344.0,1826.0,43.0,51.0,25.3,208.0,206.0,203.0
5489,L52668,L,302.7,312.2,1450,52.1,213,1,0,0,0,1,0,302.6333333333333,0.057735026939257694,312.1666666666667,0.05773502693387538,1527.0,80.72793816269306,44.99999999999998,6.3411355449952165,210.33333333333334,2.5166114784217744,302.6,302.6,302.6,312.1,312.2,312.1,1611.0,1520.0,1344.0,39.9,43.0,51.0,210.0,208.0,206.0
5490,L52669,L,302.6,312.1,1499,35.0,215,0,0,0,0,0,1,302.6333333333333,0.057735026939257694,312.1333333333334,0.05773502693346105,1520.0,82.52878285785872,42.333333333333314,8.805869254839832,212.66666666666666,2.5166114784218307,302.7,302.6,302.6,312.2,312.1,312.2,1450.0,1611.0,1520.0,52.1,39.9,43.0,213.0,210.0,208.0
5491,L52670,L,302.6,312.1,1288,68.5,0,1,0,0,1,0,0,302.6333333333333,0.057735026939257694,312.1333333333334,0.05773502693346105,1412.3333333333333,110.42795539777471,51.866666666666646,16.75121886112588,142.66666666666666,123.55700438798812,302.6,302.7,302.6,312.1,312.2,312.1,1499.0,1450.0,1611.0,35.0,52.1,39.9,215.0,213.0,210.0
5492,M20351,M,302.7,312.2,1350,58.6,2,0,0,0,0,0,0,302.6333333333334,0.057735026939257694,312.1333333333333,0.05773502693346105,1379.0,108.44814429025324,54.03333333333331,17.210558774581983,72.33333333333333,123.55700438798809,302.6,302.6,302.7,312.1,312.1,312.2,1288.0,1499.0,1450.0,68.5,35.0,52.1,0.0,215.0,213.0
5493,M20352,M,302.9,312.4,1334,50.9,5,0,0,0,0,0,0,302.73333333333335,0.1527525231733899,312.2333333333333,0.15275252317113386,1324.0,32.18695387885572,59.333333333333314,8.822886904712329,2.3333333333333335,2.516611478416393,302.7,302.6,302.6,312.2,312.1,312.1,1350.0,1288.0,1499.0,58.6,68.5,35.0,2.0,0.0,215.0
5494,L52673,L,302.8,312.4,1376,57.1,8,0,0,0,0,0,0,302.8,0.10000000001309442,312.3333333333333,0.11547005384642273,1353.3333333333333,21.197484127436443,55.53333333333331,4.08207463593475,5.0,2.9999999999940314,302.9,302.7,302.6,312.4,312.2,312.1,1334.0,1350.0,1288.0,50.9,58.6,68.5,5.0,2.0,0.0
5495,L52674,L,302.8,312.4,1368,49.5,10,0,0,0,0,0,0,302.8333333333333,0.05773502694211291,312.4,1.4334909081565789e-06,1359.3333333333333,22.30097157822772,52.49999999999998,4.044749683232141,7.666666666666667,2.5166114784165434,302.8,302.9,302.7,312.4,312.4,312.2,1376.0,1334.0,1350.0,57.1,50.9,58.6,8.0,5.0,2.0
5496,H34909,H,302.9,312.5,1357,55.0,12,0,0,0,0,0,1,302.8333333333333,0.05773502694211291,312.43333333333334,0.05773502693715724,1367.0,9.539392014147898,53.866666666666646,3.9247080570840853,10.0,1.9999999999912252,302.8,302.8,302.9,312.4,312.4,312.4,1368.0,1376.0,1334.0,49.5,57.1,50.9,10.0,8.0,5.0
5497,M20356,M,302.9,312.5,1924,24.0,17,0,0,0,0,0,0,302.8666666666666,0.057735026942555966,312.46666666666664,0.05773502693752235,1549.6666666666667,324.2288286586079,42.833333333333314,16.540354691884133,13.0,3.6055512754591814,302.9,302.8,302.8,312.5,312.4,312.4,1357.0,1368.0,1376.0,55.0,49.5,57.1,12.0,10.0,8.0
5498,M20357,M,302.9,312.5,1551,40.0,20,0,0,0,0,0,0,302.9,1.6660935278022094e-06,312.5,1.4775885385973225e-06,1610.6666666666667,288.1706670244786,39.66666666666665,15.502687938977918,16.333333333333332,4.041451884323149,302.9,302.9,302.8,312.5,312.5,312.4,1924.0,1357.0,1368.0,24.0,55.0,49.5,17.0,12.0,10.0
5499,M20358,M,302.9,312.5,1903,21.2,23,0,0,0,0,0,0,302.9,1.6660935278022094e-06,312.5,1.4775885385973225e-06,1792.6666666666667,209.55269822489254,28.39999999999998,10.14297786648432,20.0,2.999999999994387,302.9,302.9,302.9,312.5,312.5,312.5,1551.0,1924.0,1357.0,40.0,24.0,55.0,20.0,17.0,12.0
5500,H34913,H,302.9,312.3,1417,48.7,26,0,0,0,0,0,0,302.9,1.6660935278022094e-06,312.43333333333334,0.11547005384703603,1623.6666666666667,251.01659971669784,36.63333333333332,14.055722440818524,23.0,2.9999999999944573,302.9,302.9,302.9,312.5,312.5,312.5,1903.0,1551.0,1924.0,21.2,40.0,24.0,23.0,20.0,17.0
5501,L52680,L,302.7,312.1,1601,35.2,31,0,0,0,0,0,0,302.8333333333333,0.11547005384948719,312.3,0.20000000000485468,1640.3333333333333,245.3759021039615,35.03333333333332,13.750757554888693,26.666666666666668,4.0414518843233305,302.9,302.9,302.9,312.3,312.5,312.5,1417.0,1903.0,1551.0,48.7,21.2,40.0,26.0,23.0,20.0
5502,L52681,L,302.7,312.1,1543,37.5,33,0,0,0,0,0,0,302.76666666666665,0.11547005384904414,312.1666666666667,0.11547005384565764,1520.3333333333333,94.07089525104395,40.46666666666665,7.222418800743415,30.0,3.605551275459516,302.7,302.9,302.9,312.1,312.3,312.5,1601.0,1417.0,1903.0,35.2,48.7,21.2,31.0,26.0,23.0
5503,L52682,L,302.6,312.1,1439,52.3,35,0,0,0,0,0,0,302.6666666666667,0.05773502693989767,312.1,1.30750525259949e-06,1527.6666666666667,82.08126054912226,41.66666666666665,9.28026580079109,33.0,1.999999999992042,302.7,302.7,302.9,312.1,312.1,312.3,1543.0,1601.0,1417.0,37.5,35.2,48.7,33.0,31.0,26.0
5504,H34917,H,302.6,312.0,1657,29.3,37,0,0,0,0,0,0,302.6333333333334,0.05773502693948333,312.06666666666666,0.05773502693346103,1546.3333333333333,109.03821959906033,39.69999999999998,11.65675769671816,35.0,1.9999999999921148,302.6,302.7,302.7,312.1,312.1,312.1,1439.0,1543.0,1601.0,52.3,37.5,35.2,35.0,33.0,31.0
5505,L52684,L,302.8,312.2,1458,51.0,42,0,0,0,0,0,0,302.6666666666667,0.11547005384838162,312.1,0.10000000000851848,1518.0,120.75181158061177,44.19999999999998,12.920139318134348,38.0,3.605551275459676,302.6,302.6,302.7,312.0,312.1,312.1,1657.0,1439.0,1543.0,29.3,52.3,37.5,37.0,35.0,33.0
5506,L52685,L,302.8,312.2,1746,27.4,44,0,0,0,0,0,0,302.73333333333335,0.11547005384876724,312.1333333333334,0.11547005384544431,1620.3333333333333,147.45959898674928,35.89999999999998,13.111445381802708,41.0,3.6055512754597365,302.8,302.6,302.6,312.2,312.0,312.1,1458.0,1657.0,1439.0,51.0,29.3,52.3,42.0,37.0,35.0
5507,L52686,L,302.9,312.2,1677,30.5,46,0,0,0,0,0,0,302.8333333333333,0.057735026941829845,312.2,1.3439510748267568e-06,1627.0,150.36954478882873,36.29999999999998,12.824585763290596,44.0,1.9999999999924425,302.8,302.8,302.6,312.2,312.2,312.0,1746.0,1458.0,1657.0,27.4,51.0,29.3,44.0,42.0,37.0
5508,L52687,L,302.8,312.1,1520,39.9,48,0,0,0,0,0,0,302.8333333333333,0.057735026941829845,312.1666666666667,0.05773502693429791,1647.6666666666667,115.82026305156155,32.59999999999998,6.509224224129428,46.0,1.9999999999925153,302.9,302.8,302.8,312.2,312.2,312.2,1677.0,1746.0,1458.0,30.5,27.4,51.0,46.0,44.0,42.0
5509,L52688,L,302.9,312.2,1367,55.1,50,0,0,0,0,0,0,302.8666666666667,0.05773502694224417,312.1666666666667,0.05773502693429791,1521.3333333333333,155.00430101559414,41.833333333333314,12.413433583555074,48.0,1.9999999999925882,302.8,302.9,302.8,312.1,312.2,312.2,1520.0,1677.0,1746.0,39.9,30.5,27.4,48.0,46.0,44.0
5510,L52689,L,302.8,312.2,1509,36.5,52,0,0,0,0,0,1,302.8333333333333,0.057735026941801125,312.1666666666667,0.05773502693429791,1465.3333333333333,85.33658847957837,43.833333333333314,9.904207859962064,50.0,1.999999999992661,302.9,302.8,302.9,312.2,312.1,312.2,1367.0,1520.0,1677.0,55.1,39.9,30.5,50.0,48.0,46.0
5511,L52690,L,302.8,312.1,1418,51.4,54,0,0,0,0,0,0,302.8333333333333,0.057735026941801125,312.1666666666667,0.05773502693429791,1431.3333333333333,71.93283904680047,47.66666666666665,9.845980567385704,52.0,1.9999999999927338,302.8,302.9,302.8,312.2,312.2,312.1,1509.0,1367.0,1520.0,36.5,55.1,39.9,52.0,50.0,48.0
5512,L52691,L,302.8,312.1,1958,20.3,56,0,0,0,0,0,0,302.8,1.608225285397863e-06,312.1333333333333,0.057735026934023055,1628.3333333333333,289.1026346011619,36.06666666666665,15.554527743822025,54.0,1.9999999999928066,302.8,302.8,302.9,312.1,312.2,312.2,1418.0,1509.0,1367.0,51.4,36.5,55.1,54.0,52.0,50.0
5513,L52692,L,302.8,312.2,1682,30.9,58,0,0,0,0,0,0,302.8,1.608225285397863e-06,312.1333333333334,0.057735026934023055,1686.0,270.022221307802,34.19999999999998,15.810439589081465,56.0,1.9999999999928795,302.8,302.8,302.8,312.1,312.1,312.2,1958.0,1418.0,1509.0,20.3,51.4,36.5,56.0,54.0,52.0
5514,M20373,M,302.8,312.2,1452,50.3,60,0,0,0,0,0,0,302.8,1.608225285397863e-06,312.1666666666667,0.05773502693429791,1697.3333333333333,253.3482451751599,33.833333333333314,15.213590415589858,58.0,1.9999999999929523,302.8,302.8,302.8,312.2,312.1,312.1,1682.0,1958.0,1418.0,30.9,20.3,51.4,58.0,56.0,54.0
5515,L52694,L,302.7,312.0,1828,24.0,63,0,0,0,0,0,0,302.7666666666667,0.05773502694095605,312.1333333333333,0.11547005384544431,1654.0,189.55737917580413,35.06666666666665,13.636104037932844,60.333333333333336,2.516611478418049,302.8,302.8,302.8,312.2,312.2,312.1,1452.0,1682.0,1958.0,50.3,30.9,20.3,60.0,58.0,56.0
5516,H34929,H,302.7,312.0,1484,41.5,65,0,0,0,0,0,0,302.73333333333335,0.05773502694056223,312.06666666666666,0.11547005384514074,1588.0,208.46102753272513,38.59999999999998,13.38768090447324,62.666666666666664,2.5166114784181137,302.7,302.8,302.8,312.0,312.2,312.2,1828.0,1452.0,1682.0,24.0,50.3,30.9,63.0,60.0,58.0
5517,L52696,L,302.6,312.0,1674,32.2,70,0,0,0,0,0,0,302.6666666666667,0.05773502693979099,312.0,1.2647820043978424e-06,1662.0,172.31366747881486,32.56666666666665,8.755760008892814,66.0,3.605551275460235,302.7,302.7,302.8,312.0,312.0,312.2,1484.0,1828.0,1452.0,41.5,24.0,50.3,65.0,63.0,60.0
5518,L52697,L,302.6,311.9,1448,49.5,72,0,0,0,0,0,0,302.6333333333334,0.05773502693941768,311.96666666666664,0.05773502693252571,1535.3333333333333,121.43036413242326,41.06666666666665,8.658136828055582,69.0,3.605551275460285,302.6,302.7,302.7,312.0,312.0,312.0,1674.0,1484.0,1828.0,32.2,41.5,24.0,70.0,65.0,63.0
5519,M20378,M,302.5,311.8,2023,19.1,74,0,0,0,0,0,0,302.56666666666666,0.05773502693872849,311.90000000000003,0.10000000000746688,1715.0,289.6843109317444,33.59999999999999,15.248278591368736,72.0,1.9999999999934128,302.6,302.6,302.7,311.9,312.0,312.0,1448.0,1674.0,1484.0,49.5,32.2,41.5,72.0,70.0,65.0
5520,L52699,L,302.5,311.9,1452,47.4,77,0,0,0,0,0,0,302.53333333333336,0.05773502693836338,311.8666666666666,0.05773502693157808,1641.0,330.8277497429736,38.66666666666665,16.97773051185967,74.33333333333333,2.5166114784184006,302.5,302.6,302.6,311.8,311.9,312.0,2023.0,1448.0,1674.0,19.1,49.5,32.2,74.0,72.0,70.0
5521,M20380,M,302.6,312.0,1496,45.0,79,0,0,0,0,0,0,302.5333333333333,0.05773502693836338,311.90000000000003,0.10000000000746688,1657.0,317.72787098395946,37.16666666666665,15.692142407374774,76.66666666666667,2.5166114784184517,302.5,302.5,302.6,311.9,311.8,311.9,1452.0,2023.0,1448.0,47.4,19.1,49.5,77.0,74.0,72.0
5522,L52701,L,302.6,311.9,1397,46.9,82,0,0,0,0,0,0,302.56666666666666,0.057735026938728486,311.93333333333334,0.05773502693223035,1448.3333333333333,49.60174728104755,46.433333333333316,1.2662279942159096,79.33333333333333,2.51661147841851,302.6,302.5,302.5,312.0,311.9,311.8,1496.0,1452.0,2023.0,45.0,47.4,19.1,79.0,77.0,74.0
5523,L52702,L,302.6,311.9,1453,39.1,84,0,0,0,0,0,0,302.6,1.5239882426262249e-06,311.93333333333334,0.05773502693223035,1448.6666666666667,49.64205206609521,43.66666666666665,4.067349669420393,81.66666666666667,2.516611478418561,302.6,302.6,302.5,311.9,312.0,311.9,1397.0,1496.0,1452.0,46.9,45.0,47.4,82.0,79.0,77.0
5524,M20383,M,302.5,311.9,1524,34.8,86,0,0,0,0,0,0,302.56666666666666,0.05773502693876951,311.9,1.2244389777792819e-06,1458.0,63.64746656387493,40.266666666666644,6.133786215163676,84.0,1.9999999999937486,302.6,302.6,302.6,311.9,311.9,312.0,1453.0,1397.0,1496.0,39.1,46.9,45.0,84.0,82.0,79.0
5525,L52704,L,302.6,311.9,1633,30.9,89,0,0,0,0,0,0,302.56666666666666,0.05773502693876951,311.9,1.2244389777792819e-06,1536.6666666666667,90.66605391949572,34.933333333333316,4.10162569395702,86.33333333333333,2.516611478418667,302.5,302.6,302.6,311.9,311.9,311.9,1524.0,1453.0,1397.0,34.8,39.1,46.9,86.0,84.0,82.0
5526,M20385,M,302.6,312.0,1363,45.7,91,0,0,0,0,0,0,302.56666666666666,0.05773502693876951,311.93333333333334,0.05773502693223035,1506.6666666666667,135.83200408347403,37.13333333333332,7.670940837558969,88.66666666666667,2.5166114784187186,302.6,302.5,302.6,311.9,311.9,311.9,1633.0,1524.0,1453.0,30.9,34.8,39.1,89.0,86.0,84.0
5527,L52706,L,302.5,311.9,1520,44.9,94,0,0,0,0,0,0,302.56666666666666,0.05773502693876951,311.93333333333334,0.05773502693223035,1505.3333333333333,135.59621430310253,40.49999999999998,8.323460818673851,91.33333333333333,2.5166114784187767,302.6,302.6,302.5,312.0,311.9,311.9,1363.0,1633.0,1524.0,45.7,30.9,34.8,91.0,89.0,86.0
5528,M20387,M,302.5,311.9,1532,38.8,96,0,0,0,0,0,0,302.5333333333333,0.05773502693847415,311.93333333333334,0.05773502693223035,1471.6666666666667,94.29916931411908,43.133333333333304,3.774034092762522,93.66666666666667,2.516611478418828,302.5,302.6,302.6,311.9,312.0,311.9,1520.0,1363.0,1633.0,44.9,45.7,30.9,94.0,91.0,89.0
5529,L52708,L,302.4,311.8,1384,50.9,99,0,0,0,0,0,0,302.4666666666667,0.057735026937940845,311.8666666666666,0.057735026931656025,1478.6666666666667,82.20300075625524,44.866666666666646,6.050068870131559,96.33333333333333,2.516611478418886,302.5,302.5,302.6,311.9,311.9,312.0,1532.0,1520.0,1363.0,38.8,44.9,45.7,96.0,94.0,91.0
5530,M20389,M,302.4,311.8,1539,39.9,101,0,0,0,0,0,0,302.43333333333334,0.0577350269376742,311.8333333333333,0.05773502693138117,1485.0,87.53856293085674,43.19999999999998,6.69103878332808,98.66666666666667,2.516611478418937,302.4,302.5,302.5,311.8,311.9,311.9,1384.0,1532.0,1520.0,50.9,38.8,44.9,99.0,96.0,94.0
5531,M20390,M,302.3,311.8,1355,50.1,104,0,0,0,0,0,0,302.3666666666667,0.05773502693709987,311.8,1.1857203135468362e-06,1426.0,98.92926766129206,46.96666666666665,6.132971003790607,101.33333333333333,2.5166114784189957,302.4,302.4,302.5,311.8,311.8,311.9,1539.0,1384.0,1532.0,39.9,50.9,38.8,101.0,99.0,96.0
5532,M20391,M,302.3,311.7,1504,37.3,107,0,0,0,0,0,0,302.3333333333333,0.057735026936825015,311.76666666666665,0.05773502693092991,1466.0,97.70875088752065,42.43333333333331,6.765599258996449,104.0,2.9999999999962026,302.3,302.4,302.4,311.8,311.8,311.8,1355.0,1539.0,1384.0,50.1,39.9,50.9,104.0,101.0,99.0
5533,L52712,L,302.4,311.8,1476,46.6,110,0,0,0,0,0,0,302.3333333333333,0.057735026936825015,311.7666666666667,0.05773502693092991,1445.0,79.18964578781475,44.66666666666665,6.615386106141866,107.0,2.999999999996263,302.3,302.3,302.4,311.7,311.8,311.8,1504.0,1355.0,1539.0,37.3,50.1,39.9,107.0,104.0,101.0
5534,L52713,L,302.4,311.7,1721,26.9,112,0,0,0,0,0,0,302.3666666666666,0.05773502693707116,311.73333333333335,0.057735026930733,1567.0,134.1007084246745,36.933333333333316,9.855117114135655,109.66666666666667,2.5166114784191906,302.4,302.3,302.3,311.8,311.7,311.8,1476.0,1504.0,1355.0,46.6,37.3,50.1,110.0,107.0,104.0
5535,M20394,M,302.3,311.7,1494,37.1,114,0,0,0,0,0,0,302.3666666666667,0.05773502693707116,311.7333333333333,0.057735026930733,1563.6666666666667,136.55157755710076,36.866666666666646,9.8520725399953,112.0,1.9999999999945408,302.4,302.4,302.3,311.7,311.8,311.7,1721.0,1476.0,1504.0,26.9,46.6,37.3,112.0,110.0,107.0
5536,L52715,L,302.3,311.7,1465,43.5,117,0,0,0,0,0,0,302.3333333333333,0.057735026936825015,311.7,1.1565985903138895e-06,1560.0,140.1820245252563,35.833333333333314,8.372176140844669,114.33333333333333,2.5166114784192968,302.3,302.4,302.4,311.7,311.7,311.8,1494.0,1721.0,1476.0,37.1,26.9,46.6,114.0,112.0,110.0
5537,M20396,M,302.3,311.8,1363,54.0,119,1,0,0,0,0,0,302.3,1.4263709193637071e-06,311.7333333333333,0.057735026930733,1440.6666666666667,68.8064919417703,44.866666666666646,8.532486937190987,116.66666666666667,2.516611478419348,302.3,302.3,302.4,311.7,311.7,311.7,1465.0,1494.0,1721.0,43.5,37.1,26.9,117.0,114.0,112.0
5538,L52717,L,302.4,311.8,1648,30.0,122,0,0,0,0,0,0,302.3333333333333,0.05773502693678399,311.76666666666665,0.05773502693092991,1492.0,144.40567855870339,42.49999999999998,12.03120941551596,119.33333333333333,2.5166114784194065,302.3,302.3,302.3,311.8,311.7,311.7,1363.0,1465.0,1494.0,54.0,43.5,37.1,119.0,117.0,114.0
5539,M20398,M,302.3,311.8,1879,23.0,124,0,0,0,0,0,0,302.3333333333333,0.05773502693678399,311.8,1.1857203135468329e-06,1630.0,258.47050121822326,35.66666666666665,16.258331197676117,121.66666666666667,2.5166114784194575,302.4,302.3,302.3,311.8,311.8,311.7,1648.0,1363.0,1465.0,30.0,54.0,43.5,122.0,119.0,117.0
5540,H34953,H,302.3,311.7,1482,39.0,127,0,0,0,0,0,0,302.3333333333333,0.05773502693678399,311.76666666666665,0.05773502693092991,1669.6666666666667,199.38488742463133,30.666666666666647,8.02080627701013,124.33333333333333,2.5166114784195157,302.3,302.4,302.3,311.8,311.8,311.8,1879.0,1648.0,1363.0,23.0,30.0,54.0,124.0,122.0,119.0
5541,L52720,L,302.4,311.8,1493,38.4,132,0,0,0,0,0,0,302.3333333333333,0.05773502693678399,311.7666666666667,0.05773502693092991,1618.0,226.09953560323729,33.46666666666665,9.06936234436176,127.66666666666667,4.041451884324894,302.3,302.3,302.4,311.7,311.8,311.8,1482.0,1879.0,1648.0,39.0,23.0,30.0,127.0,124.0,122.0
5542,L52721,L,302.4,311.8,1433,42.2,134,0,0,0,0,0,0,302.3666666666667,0.057735026937001416,311.76666666666665,0.05773502693092991,1469.3333333333333,31.942656954813604,39.866666666666646,2.042873792805502,131.0,3.6055512754612513,302.4,302.3,302.3,311.8,311.7,311.8,1493.0,1482.0,1879.0,38.4,39.0,23.0,132.0,127.0,124.0
5543,L52722,L,302.3,311.7,1400,41.6,136,0,0,0,0,0,0,302.3666666666666,0.057735026937001416,311.76666666666665,0.05773502693092991,1442.0,47.14870093650055,40.73333333333331,2.042873792805651,134.0,1.9999999999951386,302.4,302.4,302.3,311.8,311.8,311.7,1433.0,1493.0,1482.0,42.2,38.4,39.0,134.0,132.0,127.0
5544,L52723,L,302.4,311.8,1255,59.0,138,0,0,0,0,0,0,302.3666666666666,0.057735026937001416,311.76666666666665,0.05773502693092991,1362.6666666666667,94.69072464255888,47.59999999999999,9.87724657989278,136.0,1.9999999999951883,302.3,302.4,302.4,311.7,311.8,311.8,1400.0,1433.0,1493.0,41.6,42.2,38.4,136.0,134.0,132.0
